Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2004062357204,2004-05-28 00:00:00,2003-10-11 00:00:00,GEG,Spokane International,Alaska Airlines,Personal Injury,Other,Other,1100.0,Approved,1100.0,Approve in Full,230.0,0.0
2005111896235,2005-11-07 00:00:00,2005-10-10 00:00:00,SAT,San Antonio International,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,495.0,Denied,0.0,Deny,28.0,495.0
2005070188117,2005-06-28 00:00:00,2005-06-01 00:00:00,PHX,Phoenix Sky Harbor International,Alaska Airlines,Property Damage,Checked Baggage,Other,29.99,Approved,29.99,Approve in Full,27.0,0.0
2008040842075,2008-04-01 00:00:00,2008-03-29 00:00:00,SAV,Savannah International,American Airlines,Passenger Property Loss,Checked Baggage,Other,15.0,Denied,0.0,Deny,3.0,15.0
2008121953563,2008-12-12 00:00:00,2008-11-26 00:00:00,TUS,Tucson International,USAir,Passenger Property Loss,Checkpoint,MP3 Players-(iPods; etc),150.0,Denied,0.0,Deny,16.0,150.0
0515031L,2003-05-15 00:00:00,2003-04-17 00:00:00,RSW,Southwest Florida International,Southwest Airlines,Property Damage,Checked Baggage,Locks,150.0,Denied,0.0,Deny,28.0,150.0
2007013119931,2007-01-25 00:00:00,2006-12-04 00:00:00,DFW,Dallas-Fort Worth International Airport,USAir,Property Damage,Checked Baggage,Locks,128.46,Settled,20.0,Settle,52.0,108.46000000000001
0430063L,2003-04-30 00:00:00,2003-03-11 00:00:00,STL,Lambert St. Louis International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,400.0,Denied,0.0,Deny,50.0,400.0
2008040341768,2008-04-16 00:00:00,2007-12-24 00:00:00,DFW,Dallas-Fort Worth International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; MP3 Players-(iPods; etc); Other,397.0,Denied,0.0,Deny,114.0,397.0
2005111896288,2005-11-09 00:00:00,2005-10-29 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,102.58,Settled,51.29,Settle,11.0,51.29
2004061655970,2004-05-04 00:00:00,2004-04-04 00:00:00,BDL,Bradley International Airport,UAL,Passenger Property Loss,Checkpoint,DVD/CD Players,595.0,Denied,0.0,Deny,30.0,595.0
2005040481377,2005-03-30 00:00:00,2004-09-01 00:00:00,PHX,Phoenix Sky Harbor International,USAir,Passenger Property Loss,Checked Baggage,Other,22.05,Denied,0.0,Deny,210.0,22.05
2007112935710,2007-11-26 00:00:00,2007-10-16 00:00:00,PHL,Philadelphia International Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Settled,120.0,Settle,41.0,30.0
2007012919710,2007-01-24 00:00:00,2007-01-14 00:00:00,SEA,Seattle-Tacoma International,UAL,Passenger Property Loss,Checked Baggage,Other,33.66,Denied,0.0,Deny,10.0,33.66
2005071488905,2005-07-13 00:00:00,2005-04-29 00:00:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,350.0,Settled,175.0,Settle,75.0,175.0
2009040957260,2009-03-18 00:00:00,2009-02-15 00:00:00,FLL,Ft. Lauderdale-Hollywood International,USAir,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),74.19,Denied,0.0,Deny,31.0,74.19
2008032841597,2008-03-19 00:00:00,2008-01-28 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checkpoint,Other,15.92,Approved,15.92,Approve in Full,51.0,0.0
2007100433019,2007-10-02 00:00:00,2007-09-19 00:00:00,IND,Indianapolis International,American Airlines,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System; Other,786.96,Settled,699.98,Settle,13.0,86.98000000000002
2004062557375,2004-06-04 00:00:00,2004-05-17 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Property Damage,Checked Baggage,Other,25.0,Approved,25.0,Approve in Full,18.0,0.0
0115227M,2004-01-15 00:00:00,2003-09-03 00:00:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),250.0,Settled,50.0,Settle,134.0,200.0
2007040623611,2007-04-04 00:00:00,2007-03-07 00:00:00,MCO,Orlando International Airport,Delta Air Lines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),400.0,Settled,377.9,Settle,28.0,22.100000000000023
2004090362072,2004-08-05 00:00:00,2004-07-20 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Settled,50.0,Settle,16.0,50.0
2006071009234,2006-07-07 00:00:00,2006-05-27 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,204.99,Denied,0.0,Deny,41.0,204.99
2005100694245,2005-10-04 00:00:00,2005-09-11 00:00:00,DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Other,148.75,Denied,0.0,Deny,23.0,148.75
2006020701071,2006-01-31 00:00:00,2006-01-21 00:00:00,EGE,Eagle County Regional,UAL,Property Damage,Checked Baggage,Other,109.95,Denied,0.0,Deny,10.0,109.95
2006120716802,2006-11-30 00:00:00,2006-11-16 00:00:00,ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Costume; Jewelry - Fine,300.0,Settled,150.0,Settle,14.0,150.0
2009042057739,2009-03-31 00:00:00,2009-03-05 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Dolls - Decorator,748.8,Denied,0.0,Deny,26.0,748.8
2007032723037,2007-03-25 00:00:00,2007-02-03 00:00:00,LAX,Los Angeles International Airport,UAL,Property Damage,Checkpoint,Computer - Laptop,761.42,Settled,464.98,Settle,50.0,296.43999999999994
0813147M,2003-08-13 00:00:00,2003-08-03 00:00:00,ORD,Chicago O'Hare International Airport,America West,Property Damage,Checked Baggage,Other,27.85,Settled,9.44,Settle,10.0,18.410000000000004
0819136M,2003-08-19 00:00:00,2003-08-12 00:00:00,BDL,Bradley International Airport,Southwest Airlines,Property Damage,Checked Baggage,Jewelry - Fine,30.0,Settled,15.0,Settle,7.0,15.0
2008062746251,2008-06-27 00:00:00,2008-05-20 00:00:00,DCA,Ronald Reagan Washington National Airport,UAL,Passenger Property Loss,Checkpoint,Computer - Laptop,196.0,Approved,196.0,Approve in Full,38.0,0.0
2006060707482,2006-06-05 00:00:00,2006-04-22 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),399.0,Settled,293.1,Settle,44.0,105.89999999999998
2009062460546,2009-06-18 00:00:00,2009-05-23 00:00:00,BZN,Gallatin Field,Northwest Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),99.0,Denied,0.0,Deny,26.0,99.0
2004090762177,2004-08-05 00:00:00,2004-07-26 00:00:00,BOS,Boston (Logan) International Airport,Delta (Song),Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,80.0,Approved,80.0,Approve in Full,10.0,0.0
2006042004875,2006-04-11 00:00:00,2006-03-08 00:00:00,MSY,New Orleans International,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,250.0,Denied,0.0,Deny,34.0,250.0
2009041557545,2009-03-27 00:00:00,2009-03-08 00:00:00,SYR,Syracuse-Hancock International,Continental Airlines,Property Damage,Checkpoint,Cameras - Digital,179.99,Denied,0.0,Deny,19.0,179.99
18908,2002-10-09 00:00:00,2002-09-09 00:00:00,RDU,Raleigh-Durham International,Continental Airlines,Property Damage,Checkpoint,Other,342.36,Approved,237.0,Approve in Full,30.0,105.36000000000001
2005011473669,2004-12-28 00:00:00,2004-11-04 00:00:00,LGA,LaGuardia,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,13.05,Approved,13.05,Approve in Full,54.0,0.0
2008090549556,2008-09-04 00:00:00,2008-08-15 00:00:00,TUS,Tucson International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),48.59,Approved,48.59,Approve in Full,20.0,0.0
2006012300058,2006-01-18 00:00:00,2006-01-02 00:00:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),189.0,Denied,0.0,Deny,16.0,189.0
2006032203489,2006-03-16 00:00:00,2006-03-04 00:00:00,LBB,Lubbock International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,500.0,Settled,250.0,Settle,12.0,250.0
2009022155697,2009-02-06 00:00:00,2008-12-20 00:00:00,SJT,San Angelo Regional,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,700.0,Denied,0.0,Deny,48.0,700.0
2005082991691,2005-08-23 00:00:00,2005-07-26 00:00:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,Other,119.06,Denied,0.0,Deny,28.0,119.06
2008031140833,2008-03-10 00:00:00,2008-03-03 00:00:00,ORD,Chicago O'Hare International Airport,Aloha Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers),276.87,Denied,0.0,Deny,7.0,276.87
2004051852850,2004-03-12 00:00:00,2004-01-30 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,122.0,Settled,61.0,Settle,42.0,61.0
2005042082942,2005-04-19 00:00:00,2005-04-06 00:00:00,RSW,Southwest Florida International,USA 3000 (U5),Passenger Property Loss,Checked Baggage,Other,8.0,Approved,8.0,Approve in Full,13.0,0.0
2008112652821,2008-11-25 00:00:00,2008-10-31 00:00:00,EWR,Newark International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Other,359.5,Denied,0.0,Deny,25.0,359.5
2007041824155,2007-04-16 00:00:00,2007-02-01 00:00:00,BOS,Boston (Logan) International Airport,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,60.0,Settled,30.0,Settle,74.0,30.0
2007091331846,2007-09-10 00:00:00,2007-08-27 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,10.76,Approved,10.76,Approve in Full,14.0,0.0
2007091231728,2007-09-10 00:00:00,2007-08-08 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital,336.35,Settled,168.18,Settle,33.0,168.17000000000002
0312007L,2003-03-12 00:00:00,2003-02-08 00:00:00,CLE,Cleveland Hopkins International,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),30.0,Approved,30.0,Approve in Full,32.0,0.0
2004113068000,2004-10-14 00:00:00,2004-09-18 00:00:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,75.0,Denied,0.0,Deny,26.0,75.0
0529020L,2003-05-29 00:00:00,2003-04-01 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Locks,137.91,Denied,0.0,Deny,58.0,137.91
2004061555835,2004-05-10 00:00:00,2004-04-11 00:00:00,TPA,Tampa International,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),219.0,Approved,219.0,Approve in Full,29.0,0.0
2007100132805,2007-09-27 00:00:00,2007-08-30 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,40.0,Denied,0.0,Deny,28.0,40.0
2006041204407,2006-04-06 00:00:00,2006-03-16 00:00:00,PHL,Philadelphia International Airport,American Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),350.0,Denied,0.0,Deny,21.0,350.0
0205050M,2004-02-05 00:00:00,2003-12-29 00:00:00,IND,Indianapolis International,American Airlines,Passenger Property Loss,Checked Baggage,Other,87.99,Approved,87.99,Approve in Full,38.0,0.0
2007122837068,2007-12-19 00:00:00,2007-11-14 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),287.45,Denied,0.0,Deny,35.0,287.45
2005040882052,2005-04-06 00:00:00,2005-01-22 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,50.0,Approved,50.0,Approve in Full,74.0,0.0
2007040523518,2007-04-02 00:00:00,2006-12-20 00:00:00,LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,70.0,Denied,0.0,Deny,103.0,70.0
2005013175000,2005-01-14 00:00:00,2004-12-21 00:00:00,MIA,Miami International Airport,Aviaco,Passenger Property Loss,Checked Baggage,Other,279.99,Denied,0.0,Deny,24.0,279.99
2007060526269,2007-05-29 00:00:00,2007-05-18 00:00:00,RIC,Richmond International,Delta Air Lines,Property Damage,Checked Baggage,Other,265.0,Denied,0.0,Deny,11.0,265.0
2004092864058,2004-09-09 00:00:00,2004-08-29 00:00:00,ALB,Albany International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,70.0,Approved,70.0,Approve in Full,11.0,0.0
2005092092879,2005-09-08 00:00:00,2005-06-11 00:00:00,LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Other,33.44,Approved,33.44,Approve in Full,89.0,0.0
2004122871192,2004-11-08 00:00:00,2004-10-23 00:00:00,CRP,Corpus Christi International,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,80.0,Approved,80.0,Approve in Full,16.0,0.0
2006102014272,2006-10-10 00:00:00,2006-09-17 00:00:00,TPA,Tampa International,AirTran Airlines,Property Damage,Checked Baggage,Other,295.09,Denied,0.0,Deny,23.0,295.09
2009080662348,2009-08-05 00:00:00,2009-07-20 00:00:00,ABI,Abilene Regional,American Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,119.5,Denied,0.0,Deny,16.0,119.5
2009112365558,2009-11-23 00:00:00,2009-07-15 00:00:00,JFK,John F. Kennedy International,EL AL Israeli Airlines,Passenger Property Loss,Checkpoint,Other,817.0,Denied,0.0,Deny,131.0,817.0
2008100350731,2008-09-18 00:00:00,2008-07-15 00:00:00,ISP,Long Island McArthur; Islip,Southwest Airlines,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System,220.0,Denied,0.0,Deny,65.0,220.0
0131017L,2003-01-31 00:00:00,2002-10-20 00:00:00,PHX,Phoenix Sky Harbor International,America West,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),285.0,Approved,285.0,Approve in Full,103.0,0.0
2005052085135,2005-04-13 00:00:00,2005-03-18 00:00:00,MIA,Miami International Airport,Northwest Airlines,Property Damage,Checked Baggage,Fish/Game,184.48,Settled,92.24,Settle,26.0,92.24
2006051906586,2006-05-17 00:00:00,2006-05-10 00:00:00,PHX,Phoenix Sky Harbor International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),120.0,Denied,0.0,Deny,7.0,120.0
2006030602601,2006-02-28 00:00:00,2006-02-19 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Property Damage,Checked Baggage,Other,114.88,Denied,0.0,Deny,9.0,114.88
2005062487089,2005-06-14 00:00:00,2005-06-03 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checkpoint,Cell Phones,225.49,Denied,0.0,Deny,11.0,225.49
2006022201887,2006-02-14 00:00:00,2006-01-16 00:00:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,160.0,Approved,160.0,Approve in Full,29.0,0.0
2005062987729,2005-06-24 00:00:00,2005-04-02 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,374.46,Settled,169.15,Settle,83.0,205.30999999999997
2008032641458,2008-03-17 00:00:00,2008-02-29 00:00:00,LAS,McCarran International,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital,500.0,Denied,0.0,Deny,17.0,500.0
2006121517222,2006-12-08 00:00:00,2006-11-03 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,324.7,Denied,0.0,Deny,35.0,324.7
2005041282351,2005-04-12 00:00:00,2005-03-28 00:00:00,STL,Lambert St. Louis International,USAir,Passenger Property Loss,Checked Baggage,Other,79.57,Denied,0.0,Deny,15.0,79.57
0114085M,2004-01-14 00:00:00,2003-11-17 00:00:00,TUS,Tucson International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,50.0,Denied,0.0,Deny,58.0,50.0
2006041704666,2006-04-06 00:00:00,2006-03-22 00:00:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),60.0,Approved,60.0,Approve in Full,15.0,0.0
2008072447287,2008-07-17 00:00:00,2008-07-09 00:00:00,SAN,San Diego International,Southwest Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),210.0,Approved,210.0,Approve in Full,8.0,0.0
0603169L,2003-06-03 00:00:00,2003-03-24 00:00:00,JFK,John F. Kennedy International,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Settled,75.0,Settle,71.0,75.0
2006070608995,2006-07-05 00:00:00,2005-11-22 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),292.15,Settled,107.3,Settle,225.0,184.84999999999997
2007053125990,2007-05-23 00:00:00,2007-05-12 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Books - Other (Hardcover non-fiction); Clothing - Shoes; belts; accessories; etc.,373.39,Denied,0.0,Deny,11.0,373.39
1008008M,2003-10-08 00:00:00,2003-08-18 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Other,179.56,Settled,20.68,Settle,51.0,158.88
2006111715799,2006-11-13 00:00:00,2006-10-15 00:00:00,TUL,Tulsa International Airport,American Airlines,Property Damage,Checked Baggage,Locks,43.24,Approved,43.24,Approve in Full,29.0,0.0
0227011L,2003-02-27 00:00:00,2003-02-18 00:00:00,SLC,Salt Lake City International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,427.98,Settled,215.0,Settle,9.0,212.98000000000002
0709040M,2003-07-09 00:00:00,2003-06-21 00:00:00,MRY,Monterey Peninsula Airport,UAL,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,100.0,Approved,100.0,Approve in Full,18.0,0.0
2008112552747,2008-11-21 00:00:00,2008-11-17 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,169.0,Denied,0.0,Deny,4.0,169.0
2004052453333,2004-05-03 00:00:00,2004-04-18 00:00:00,PHL,Philadelphia International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,35.0,Approved,35.0,Approve in Full,15.0,0.0
2008122053665,2008-12-16 00:00:00,2008-11-06 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,120.0,Denied,0.0,Deny,40.0,120.0
